Zeitstempel;Niederschlag;Luftfeuchtigkeit;Globalstrahlung [W/m2];Lufttemperatur;Windgeschwindigkeit;Windrichtung
2023-06-07T05:00:01+02:00;0.0;67.81;0.0;15.84;0.4;258.0
2023-06-06T13:00:01+02:00;0.0;41.65;848.0;24.83;1.1;257.0
2023-06-06T11:00:01+02:00;0.0;49.42;663.0;21.94;2.0;261.0
2023-06-06T10:00:01+02:00;0.0;55.24;524.0;20.47;1.7;242.0
2023-06-06T06:00:01+02:00;0.0;73.11;0.0;15.22;0.9;281.0
2023-06-06T19:00:01+02:00;0.0;32.3;121.0;26.57;0.9;165.0
2023-06-06T20:00:01+02:00;0.0;34.68;53.0;25.8;0.9;169.0
2023-06-06T22:00:01+02:00;0.0;44.86;0.0;23.35;0.9;176.0
2023-06-07T17:00:01+02:00;0.0;27.43;580.0;26.93;1.0;132.0
2023-06-07T18:00:01+02:00;0.0;25.87;483.0;27.08;1.3;116.0
2023-06-07T20:00:01+02:00;0.0;29.08;55.0;25.92;1.3;134.0
2023-06-07T19:00:01+02:00;0.0;27.79;117.0;26.57;1.4;131.0
2023-06-07T22:00:01+02:00;0.0;36.92;0.0;23.51;1.2;129.0
2023-06-07T23:00:01+02:00;0.0;40.48;0.0;22.51;1.0;117.0
2023-06-08T18:00:01+02:00;0.0;39.22;251.0;25.48;1.2;178.0
2023-06-08T20:00:01+02:00;0.0;34.58;53.0;26.36;0.5;185.0
2023-06-09T03:00:01+02:00;0.0;63.96;0.0;17.96;0.7;260.0
2023-06-09T01:00:01+02:00;0.0;53.6;0.0;20.08;1.0;252.0
2023-06-09T04:00:01+02:00;0.0;69.92;0.0;16.88;0.8;264.0
2023-06-09T06:00:01+02:00;0.0;79.35;0.0;15.11;1.0;272.0
2023-06-09T17:00:01+02:00;0.0;25.35;642.0;29.44;1.4;219.0
2023-06-10T02:00:01+02:00;0.0;60.58;0.0;21.26;1.1;338.0
2023-06-10T04:00:01+02:00;0.0;63.94;0.0;20.23;1.0;336.0
2023-06-10T05:00:01+02:00;0.0;65.52;0.0;19.63;0.7;307.0
2023-06-10T06:00:01+02:00;0.0;78.19;0.0;17.2;0.6;241.0
2023-06-10T09:00:01+02:00;0.0;62.9;383.0;21.18;0.9;219.0
2023-06-10T16:00:01+02:00;0.0;38.13;640.0;28.0;1.2;134.0
2023-06-10T13:00:01+02:00;0.0;43.75;604.0;25.78;1.1;143.0
2023-06-10T15:00:01+02:00;0.0;40.52;687.0;27.15;1.2;141.0
2023-05-27T14:00:01+02:00;0.0;48.49;858.0;22.22;1.7;152.0
2023-05-27T19:00:01+02:00;0.0;42.14;162.0;25.23;1.6;154.0
2023-05-27T06:00:01+02:00;0.0;74.63;0.0;13.75;0.6;11.0
2023-05-27T08:00:01+02:00;0.0;71.42;207.0;14.17;0.6;8.0
2023-05-27T09:00:01+02:00;0.0;68.85;372.0;15.24;0.7;158.0
2023-05-27T18:00:01+02:00;0.0;42.06;450.0;25.23;1.7;123.0
2023-05-27T21:00:01+02:00;0.0;47.34;21.0;23.18;1.2;177.0
2023-05-27T23:00:01+02:00;0.0;53.87;0.0;20.65;0.5;170.0
2023-05-28T07:00:01+02:00;0.0;83.03;41.0;12.98;0.7;239.0
2023-05-28T08:00:01+02:00;0.0;75.65;209.0;13.92;0.7;269.0
2023-05-28T10:00:01+02:00;0.0;53.34;518.0;18.89;0.6;209.0
2023-05-28T15:00:01+02:00;0.0;37.1;818.0;24.29;1.5;128.0
2023-05-28T16:00:01+02:00;0.0;36.76;728.0;25.21;1.6;147.0
2023-05-28T17:00:01+02:00;0.0;35.23;599.0;25.81;1.6;135.0
2023-05-28T22:00:01+02:00;0.0;32.29;0.0;23.15;1.6;259.0
2023-05-28T21:00:01+02:00;0.0;35.29;25.0;24.63;1.1;205.0
2023-05-29T02:00:01+02:00;0.0;51.57;0.0;17.13;0.3;252.0
2023-05-28T23:00:01+02:00;0.0;32.8;0.0;21.5;0.8;241.0
2023-05-29T00:00:01+02:00;0.0;37.7;0.0;20.1;0.4;267.0
2023-05-29T08:00:01+02:00;0.0;68.22;214.0;13.75;0.7;278.0
2023-05-29T11:00:01+02:00;0.0;54.65;671.0;18.55;1.0;142.0
2023-05-29T12:00:01+02:00;0.0;47.75;779.0;20.7;1.1;131.0
2023-05-29T13:00:01+02:00;0.0;42.02;850.0;22.68;1.3;135.0
2023-05-29T14:00:01+02:00;0.0;39.07;866.0;24.2;1.5;130.0
2023-05-29T16:00:01+02:00;0.0;29.37;737.0;26.93;1.1;189.0
2023-05-28T19:00:01+02:00;0.0;36.34;144.0;25.59;1.8;151.0
2023-05-29T19:00:01+02:00;0.0;21.54;104.0;26.85;1.2;220.0
2023-05-29T21:00:01+02:00;0.0;25.08;19.0;24.53;1.7;231.0
2023-05-30T06:00:01+02:00;0.0;74.43;0.0;14.31;0.6;356.0
2023-05-30T02:00:01+02:00;0.0;58.32;0.0;16.1;0.2;273.0
2023-05-30T03:00:01+02:00;0.0;59.87;0.0;15.57;0.3;294.0
2023-05-30T05:00:01+02:00;0.0;68.74;0.0;14.75;0.8;349.0
2023-05-30T11:00:01+02:00;0.0;56.34;631.0;18.79;1.0;166.0
2023-05-30T16:00:01+02:00;0.0;40.4;740.0;24.97;1.4;143.0
2023-05-30T18:00:01+02:00;0.0;37.72;344.0;25.14;2.0;155.0
2023-05-29T22:00:01+02:00;0.0;28.2;0.0;23.26;1.4;234.0
2023-05-29T23:00:01+02:00;0.0;33.73;0.0;21.8;0.9;200.0
2023-05-30T22:00:01+02:00;0.0;43.37;0.0;22.14;0.9;195.0
2023-06-04T00:00:01+02:00;0.0;57.9;0.0;20.74;0.7;266.0
2023-06-03T07:00:01+02:00;0.0;72.28;34.0;13.24;0.0;249.0
2023-06-03T09:00:01+02:00;0.0;57.7;384.0;16.38;0.5;158.0
2023-06-03T11:00:01+02:00;0.0;49.31;673.0;19.83;0.9;175.0
2023-06-03T13:00:01+02:00;0.0;44.76;842.0;21.82;1.3;130.0
2023-06-03T14:00:01+02:00;0.0;43.47;870.0;23.12;1.2;147.0
2023-06-03T17:00:01+02:00;0.0;38.88;633.0;26.16;1.2;123.0
2023-06-01T02:00:01+02:00;0.0;46.79;0.0;18.16;0.6;88.0
2023-05-31T13:00:01+02:00;0.0;38.98;841.0;22.49;1.1;156.0
2023-05-31T14:00:01+02:00;0.0;37.01;862.0;23.88;1.1;101.0
2023-05-31T08:00:01+02:00;0.0;53.74;223.0;14.48;0.6;116.0
2023-05-31T10:00:01+02:00;0.0;48.96;536.0;17.42;0.7;162.0
2023-05-31T11:00:01+02:00;0.0;46.61;670.0;18.67;1.0;113.0
2023-05-31T16:00:01+02:00;0.0;31.43;748.0;26.71;1.3;249.0
2023-06-02T20:00:01+02:00;0.0;38.42;51.0;23.79;1.9;132.0
2023-06-02T21:00:01+02:00;0.0;42.0;39.0;22.46;1.9;152.0
2023-06-02T23:00:01+02:00;0.0;48.68;0.0;19.97;0.9;115.0
2023-06-03T01:00:01+02:00;0.0;53.63;0.0;18.04;1.0;70.0
2023-06-03T00:00:01+02:00;0.0;51.86;0.0;19.03;1.1;96.0
2023-05-30T23:00:01+02:00;0.0;43.42;0.0;21.09;1.0;206.0
2023-05-31T03:00:01+02:00;0.0;55.29;0.0;16.33;0.6;75.0
2023-06-01T04:00:01+02:00;0.0;52.21;0.0;16.53;0.5;320.0
2023-06-01T03:00:01+02:00;0.0;48.61;0.0;17.33;0.6;32.0
2023-06-01T05:00:01+02:00;0.0;60.85;0.0;15.38;0.4;283.0
2023-06-01T11:00:01+02:00;0.0;45.09;662.0;20.59;1.0;111.0
2023-06-01T18:00:01+02:00;0.0;34.49;431.0;27.21;1.1;112.0
2023-06-02T13:00:01+02:00;0.0;49.71;850.0;21.3;1.4;142.0
2023-06-02T09:00:01+02:00;0.0;63.14;379.0;15.81;1.4;84.0
2023-06-02T08:00:01+02:00;0.0;62.92;218.0;15.49;1.4;85.0
2023-06-02T07:00:01+02:00;0.0;61.44;40.0;15.88;1.2;71.0
2023-06-02T01:00:01+02:00;0.0;58.83;0.0;20.22;0.5;248.0
2023-06-02T00:00:01+02:00;0.0;52.0;0.0;21.55;0.5;214.0
2023-06-01T20:00:01+02:00;0.0;35.35;80.0;26.21;1.7;162.0
2023-06-03T18:00:01+02:00;0.0;37.88;485.0;26.63;1.1;103.0
2023-06-03T21:00:01+02:00;0.0;44.88;25.0;24.43;1.6;166.0
2023-06-04T06:00:01+02:00;0.0;72.13;0.0;15.54;0.7;315.0
2023-06-04T07:00:01+02:00;0.0;68.23;40.0;15.47;0.6;287.0
2023-06-04T04:00:01+02:00;0.0;67.52;0.0;17.1;0.6;291.0
2023-06-04T11:00:01+02:00;0.0;53.91;670.0;20.87;1.1;159.0
2023-06-04T14:00:01+02:00;0.0;36.66;878.0;24.86;1.4;209.0
2023-06-04T12:00:01+02:00;0.0;53.76;777.0;21.75;1.3;133.0
2023-06-05T02:00:01+02:00;0.0;87.51;0.0;15.09;0.6;244.0
2023-06-04T01:00:01+02:00;0.0;61.25;0.0;19.56;0.6;256.0
2023-06-04T02:00:01+02:00;0.0;65.17;0.0;18.77;0.4;275.0
2023-06-04T03:00:01+02:00;0.0;72.04;0.0;17.13;0.5;234.0
2023-06-04T17:00:01+02:00;0.0;39.89;662.0;25.59;1.7;146.0
2023-06-04T18:00:01+02:00;0.0;42.2;483.0;24.89;2.1;161.0
2023-06-04T20:00:01+02:00;0.0;48.88;76.0;21.96;1.5;179.0
2023-06-04T21:00:01+02:00;0.0;48.18;40.0;21.89;1.0;182.0
2023-06-03T23:00:01+02:00;0.0;52.91;0.0;22.23;0.6;178.0
2023-06-04T13:00:01+02:00;0.0;49.63;846.0;22.99;1.6;132.0
2023-06-05T00:00:01+02:00;0.0;82.07;0.0;17.1;0.6;228.0
2023-06-04T22:00:01+02:00;0.0;65.19;0.0;19.75;0.8;210.0
2023-06-04T23:00:01+02:00;0.0;73.51;0.0;18.35;0.6;220.0
2023-06-05T01:00:01+02:00;0.0;84.89;0.0;16.13;0.7;213.0
2023-06-09T14:00:01+02:00;0.0;31.84;878.0;27.75;1.3;223.0
2023-06-09T20:00:01+02:00;0.0;32.42;70.0;28.15;1.5;155.0
2023-06-09T22:00:01+02:00;0.0;38.0;0.0;26.1;0.7;213.0
2023-06-10T01:00:01+02:00;0.0;56.89;0.0;21.92;1.2;338.0
2023-06-05T04:00:01+02:00;0.0;83.89;0.0;14.59;0.4;277.0
2023-06-10T07:00:01+02:00;0.0;77.41;36.0;17.18;0.5;253.0
2023-06-10T10:00:01+02:00;0.0;57.97;535.0;22.73;0.7;157.0
2023-06-10T08:00:01+02:00;0.0;69.62;225.0;19.06;0.7;267.0
2023-06-10T12:00:01+02:00;0.0;47.02;775.0;25.15;0.9;160.0
2023-06-10T17:00:01+02:00;0.0;36.64;594.0;28.44;1.1;133.0
2023-06-06T00:00:01+02:00;0.0;46.52;0.0;21.65;0.6;207.0
2023-06-06T15:00:01+02:00;0.0;34.23;879.0;25.81;1.2;206.0
2023-06-06T14:00:01+02:00;0.0;37.99;460.0;24.93;1.3;177.0
2023-06-06T07:00:01+02:00;0.0;76.04;36.0;14.84;0.6;248.0
2023-06-06T04:00:01+02:00;0.0;60.9;0.0;17.28;0.5;276.0
2023-06-06T17:00:01+02:00;0.0;29.45;629.0;26.99;1.1;141.0
2023-06-05T13:00:01+02:00;0.0;38.8;848.0;22.86;1.3;150.0
2023-06-05T14:00:01+02:00;0.0;36.02;867.0;24.14;1.3;141.0
2023-06-06T21:00:01+02:00;0.0;37.6;20.0;24.83;0.8;190.0
2023-06-07T00:00:01+02:00;0.0;55.02;0.0;20.09;1.0;255.0
2023-06-07T02:00:01+02:00;0.0;55.19;0.0;18.54;0.9;259.0
2023-06-07T09:00:01+02:00;0.0;56.76;381.0;18.61;0.7;219.0
2023-06-07T06:00:01+02:00;0.0;74.23;1.0;14.49;0.3;248.0
2023-06-07T10:00:01+02:00;0.0;49.8;536.0;20.62;0.9;191.0
2023-06-07T11:00:01+02:00;0.0;45.57;672.0;22.39;0.9;171.0
2023-06-07T12:00:01+02:00;0.0;41.56;776.0;23.4;1.2;149.0
2023-06-07T15:00:01+02:00;0.0;33.75;833.0;26.35;1.0;122.0
2023-06-07T21:00:01+02:00;0.0;33.57;23.0;24.83;1.2;167.0
2023-06-08T07:00:01+02:00;0.2;76.28;1.0;15.31;1.2;275.0
2023-06-08T10:00:01+02:00;0.0;70.67;310.0;17.88;0.7;243.0
2023-06-08T11:00:01+02:00;0.0;60.27;666.0;21.16;1.1;176.0
2023-06-08T03:00:01+02:00;0.0;65.98;0.0;16.57;0.5;247.0
2023-06-08T06:00:01+02:00;0.0;73.51;0.0;15.46;0.8;276.0
2023-06-08T13:00:01+02:00;0.0;39.96;850.0;25.03;0.9;156.0
2023-06-08T22:00:01+02:00;0.0;51.59;0.0;23.46;0.9;248.0
2023-06-09T00:00:01+02:00;0.0;51.51;0.0;20.94;0.9;246.0
2023-06-09T05:00:01+02:00;0.0;76.05;0.0;15.8;0.7;263.0
2023-06-09T02:00:01+02:00;0.0;59.32;0.0;18.94;1.1;261.0
2023-06-08T19:00:02+02:00;0.0;35.74;166.0;26.8;0.8;172.0
2023-06-08T21:00:01+02:00;0.0;42.08;27.0;25.7;0.4;192.0
2023-06-05T08:00:01+02:00;0.0;77.49;215.0;14.8;0.4;262.0
2023-06-05T09:00:01+02:00;0.0;64.41;383.0;17.14;0.6;198.0
2023-06-05T05:00:01+02:00;0.0;88.41;0.0;13.51;0.3;149.0
2023-06-05T06:00:01+02:00;0.0;89.01;0.0;12.93;0.5;172.0
2023-06-05T07:00:01+02:00;0.0;86.29;40.0;13.23;0.2;283.0
2023-06-05T10:00:01+02:00;0.0;53.63;539.0;18.47;0.8;151.0
2023-06-05T03:00:02+02:00;0.0;87.82;0.0;14.56;0.2;263.0
2023-06-09T18:00:01+02:00;0.0;25.28;340.0;29.68;0.9;185.0
2023-06-09T07:00:01+02:00;0.0;78.45;34.0;15.2;0.9;270.0
2023-06-09T08:00:01+02:00;0.0;70.56;224.0;16.83;0.6;252.0
2023-06-09T09:00:01+02:00;0.0;60.25;382.0;19.37;0.8;226.0
2023-06-09T12:00:01+02:00;0.0;39.77;782.0;25.16;1.2;225.0
2023-06-10T19:00:01+02:00;0.0;37.43;118.0;28.16;1.0;136.0
2023-06-10T20:00:01+02:00;0.0;40.31;105.0;27.18;1.5;155.0
2023-06-10T21:00:01+02:00;0.0;49.48;36.0;24.64;1.2;178.0
2023-06-10T22:00:01+02:00;0.0;67.2;0.0;22.15;1.0;208.0
2023-06-11T00:00:01+02:00;0.2;85.63;0.0;19.7;0.8;236.0
2023-06-10T23:00:01+02:00;1.6;65.09;0.0;21.89;1.9;205.0
2023-06-11T03:00:01+02:00;0.0;92.03;0.0;17.58;0.6;241.0
2023-06-11T09:00:01+02:00;0.0;66.88;396.0;21.29;0.8;223.0
2023-06-11T10:00:01+02:00;0.0;60.23;544.0;22.6;1.0;186.0
2023-06-11T11:00:01+02:00;0.0;55.54;678.0;23.5;1.0;150.0
2023-06-11T12:00:01+02:00;0.0;49.8;786.0;25.36;0.7;140.0
2023-06-11T17:00:01+02:00;0.0;37.12;408.0;28.58;1.1;149.0
2023-06-11T19:00:01+02:00;0.0;39.36;147.0;28.14;0.9;152.0
2023-06-11T23:00:01+02:00;0.0;36.99;0.0;24.56;1.1;231.0
2023-06-12T02:00:01+02:00;0.0;43.92;0.0;21.4;0.5;234.0
2023-06-12T05:00:01+02:00;0.0;64.38;0.0;17.0;0.5;253.0
2023-06-12T07:00:02+02:00;0.0;66.4;26.0;16.82;0.6;252.0
2023-06-12T09:00:01+02:00;0.0;51.08;407.0;21.51;0.7;207.0
2023-06-12T11:00:01+02:00;0.0;42.4;691.0;23.64;0.9;137.0
2023-06-12T14:00:01+02:00;0.0;29.75;896.0;27.53;1.2;251.0
2023-06-11T22:00:01+02:00;0.0;36.04;0.0;25.6;1.1;248.0
2023-06-12T19:00:01+02:00;0.0;25.59;83.0;28.07;1.4;271.0
2023-06-12T22:00:01+02:00;0.0;30.92;0.0;25.17;1.1;239.0
2023-06-12T20:00:01+02:00;0.0;26.17;48.0;27.27;1.6;254.0
2023-06-11T02:00:01+02:00;0.0;90.81;0.0;18.41;0.4;237.0
2023-06-11T06:00:01+02:00;0.0;92.27;0.0;16.2;0.6;255.0
2023-06-11T14:00:01+02:00;0.0;43.74;758.0;27.45;1.1;159.0
2023-06-11T01:00:01+02:00;0.0;88.34;0.0;19.12;0.6;229.0
2023-06-11T18:00:01+02:00;0.0;42.93;165.0;27.54;1.1;158.0
2023-06-11T20:00:01+02:00;0.0;43.81;50.0;26.78;0.7;171.0
2023-06-11T21:00:01+02:00;0.0;42.01;17.0;26.0;0.9;234.0
2023-06-12T00:00:01+02:00;0.0;37.19;0.0;23.83;1.3;235.0
2023-06-12T01:00:02+02:00;0.0;39.56;0.0;22.68;1.0;202.0
2023-06-13T00:00:01+02:00;0.0;36.16;0.0;22.59;1.1;214.0
2023-06-13T01:00:01+02:00;0.0;38.73;0.0;21.18;0.7;205.0
2023-06-13T02:00:01+02:00;0.0;41.0;0.0;20.48;0.7;279.0
2023-06-12T21:00:01+02:00;0.0;28.02;17.0;26.37;1.5;257.0
2023-06-12T23:00:01+02:00;0.0;35.27;0.0;23.59;1.2;205.0
2023-06-13T03:00:01+02:00;0.0;41.83;0.0;19.73;0.5;263.0
2023-06-12T03:00:01+02:00;0.0;48.58;0.0;20.53;0.6;195.0
2023-06-12T10:00:01+02:00;0.0;47.07;556.0;22.8;0.7;167.0
2023-06-12T15:00:02+02:00;0.0;26.84;859.0;28.27;1.3;252.0
2023-06-12T16:00:01+02:00;0.0;25.7;772.0;28.79;1.3;153.0
2023-06-05T12:00:01+02:00;0.0;45.16;772.0;21.45;1.1;148.0
2023-06-05T15:00:01+02:00;0.0;33.33;829.0;25.26;1.1;131.0
2023-06-05T16:00:01+02:00;0.0;33.03;745.0;25.52;1.2;142.0
2023-06-05T18:00:01+02:00;0.0;29.92;476.0;26.58;1.1;136.0
2023-06-05T20:00:01+02:00;0.0;36.99;85.0;25.22;1.8;156.0
2023-06-05T22:00:01+02:00;0.0;40.46;0.0;23.41;1.2;170.0
2023-06-05T23:00:01+02:00;0.0;42.85;0.0;22.57;0.8;181.0
2023-06-06T01:00:01+02:00;0.0;50.99;0.0;20.57;0.6;284.0
2023-06-06T16:00:01+02:00;0.0;30.12;761.0;26.4;1.0;169.0
2023-06-06T12:00:01+02:00;0.0;46.32;773.0;23.17;1.9;252.0
2023-06-06T09:00:01+02:00;0.0;59.09;376.0;18.82;1.0;206.0
2023-06-06T08:00:01+02:00;0.0;68.46;210.0;16.38;0.5;238.0
2023-06-06T05:00:01+02:00;0.0;66.48;0.0;16.11;0.9;271.0
2023-06-06T03:00:01+02:00;0.0;56.95;0.0;18.44;0.3;147.0
2023-06-06T18:00:01+02:00;0.0;29.01;480.0;26.82;1.0;162.0
2023-06-23T12:00:01+02:00;0.0;54.64;804.0;21.72;3.1;57.0
2023-06-23T09:00:01+02:00;0.0;78.75;292.0;18.94;1.2;44.0
2023-06-23T01:00:01+02:00;0.8;89.06;0.0;18.25;1.6;43.0
2023-06-22T20:00:01+02:00;39.2;89.55;5.0;19.26;1.9;51.0
2023-06-22T19:00:01+02:00;0.0;70.35;127.0;24.18;1.5;273.0
2023-06-22T14:00:01+02:00;0.0;69.1;227.0;26.54;0.8;267.0
2023-06-22T11:00:01+02:00;0.0;75.04;382.0;23.9;1.2;249.0
2023-06-22T07:00:01+02:00;0.0;99.75;41.0;18.36;1.0;246.0
2023-06-22T04:00:01+02:00;0.0;93.86;0.0;19.8;0.7;272.0
2023-06-22T03:00:01+02:00;0.0;94.93;0.0;20.14;0.7;296.0
2023-06-22T00:00:01+02:00;0.0;92.63;0.0;21.58;0.7;197.0
2023-06-21T23:00:01+02:00;0.0;92.28;0.0;21.9;0.8;185.0
2023-06-21T22:00:01+02:00;0.0;88.72;0.0;22.67;0.9;208.0
2023-06-21T21:00:01+02:00;0.2;81.63;12.0;23.11;0.8;186.0
2023-06-21T19:00:01+02:00;0.0;65.32;149.0;25.53;1.0;277.0
2023-06-21T12:00:01+02:00;0.0;73.84;599.0;22.43;1.1;267.0
2023-06-21T08:00:01+02:00;0.0;82.3;111.0;20.81;0.8;223.0
2023-06-21T03:00:01+02:00;0.0;93.54;0.0;20.38;1.1;270.0
2023-06-20T20:00:01+02:00;0.0;78.7;60.0;23.56;0.9;266.0
2023-06-20T15:00:01+02:00;0.0;33.76;793.0;31.29;1.3;262.0
2023-06-20T14:00:01+02:00;0.0;37.31;828.0;30.22;1.4;245.0
2023-06-20T13:00:01+02:00;0.0;46.47;786.0;28.77;1.7;236.0
2023-06-20T04:00:01+02:00;0.0;89.43;0.0;19.98;1.5;250.0
2023-06-19T22:00:01+02:00;0.0;47.37;0.0;27.51;1.3;269.0
2023-06-19T16:00:01+02:00;0.0;41.94;597.0;27.6;1.1;135.0
2023-06-19T15:00:01+02:00;0.0;45.81;259.0;26.33;1.3;120.0
2023-06-19T10:00:01+02:00;0.0;72.38;189.0;21.9;1.0;220.0
2023-06-19T09:00:01+02:00;0.0;78.49;107.0;20.43;1.9;259.0
2023-06-19T08:00:01+02:00;0.0;84.64;80.0;19.52;1.6;265.0
