minute	Datum	Tageszeit	Wassertemperatur	Lufttemperatur	WLdiff
2023-05-13T17:00	2023-05-13	17:00	13.78	15.82	-2.04
2023-05-13T18:00	2023-05-13	18:00	13.74	14.28	-0.54
2023-05-13T19:00	2023-05-13	19:00	13.66	13.42	0.24
2023-05-13T20:00	2023-05-13	20:00	13.6	13.45	0.15
2023-05-13T21:00	2023-05-13	21:00	13.6	13.61	-0.01
2023-05-13T22:00	2023-05-13	22:00	13.6	12.8	0.8
2023-05-13T23:00	2023-05-13	23:00	13.61	11.97	1.64
2023-05-14T00:00	2023-05-14	00:00	13.61	11.58	2.03
2023-05-14T01:00	2023-05-14	01:00	13.61	11.36	2.25
2023-05-14T02:00	2023-05-14	02:00	13.64	11.07	2.57
2023-05-14T03:00	2023-05-14	03:00	13.65	10.49	3.16
2023-05-14T04:00	2023-05-14	04:00	13.61	10.14	3.47
2023-05-14T05:00	2023-05-14	05:00	13.55	10.21	3.34
2023-05-14T06:00	2023-05-14	06:00	13.53	9.96	3.57
2023-05-14T07:00	2023-05-14	07:00	13.54	10.44	3.1
2023-05-14T08:00	2023-05-14	08:00	13.59	10.74	2.85
2023-05-14T09:00	2023-05-14	09:00	13.58	11.16	2.42
2023-05-14T10:00	2023-05-14	10:00	13.56	12.28	1.28
2023-05-14T11:00	2023-05-14	11:00	13.62	13.03	0.59
2023-05-14T12:00	2023-05-14	12:00	13.71	14.02	-0.31
2023-05-14T13:00	2023-05-14	13:00	13.79	15.44	-1.65
2023-05-14T14:00	2023-05-14	14:00	13.86	15.62	-1.76
2023-05-14T15:00	2023-05-14	15:00	13.86	17.14	-3.28
2023-05-14T16:00	2023-05-14	16:00	13.84	17.88	-4.04
2023-05-14T17:00	2023-05-14	17:00	13.81	16.18	-2.37
2023-05-14T18:00	2023-05-14	18:00	13.67	15.84	-2.17
2023-05-14T19:00	2023-05-14	19:00	13.62	16.26	-2.64
2023-05-14T20:00	2023-05-14	20:00	13.54	15.4	-1.86
2023-05-14T21:00	2023-05-14	21:00	13.46	14.59	-1.13
2023-05-14T22:00	2023-05-14	22:00	13.39	13.96	-0.57
2023-05-14T23:00	2023-05-14	23:00	13.32	13.42	-0.1
2023-05-15T00:00	2023-05-15	00:00	13.31	12.76	0.55
2023-05-15T01:00	2023-05-15	01:00	13.34	12.14	1.2
2023-05-15T02:00	2023-05-15	02:00	13.36	11.7	1.66
2023-05-15T03:00	2023-05-15	03:00	13.43	11.28	2.15
2023-05-15T04:00	2023-05-15	04:00	13.47	11.25	2.22
2023-05-15T05:00	2023-05-15	05:00	13.48	10.7	2.78
2023-05-15T06:00	2023-05-15	06:00	13.47	10.47	3.0
2023-05-15T07:00	2023-05-15	07:00	13.46	10.64	2.82
2023-05-15T08:00	2023-05-15	08:00	13.43	11.24	2.19
2023-05-15T09:00	2023-05-15	09:00	13.38	12.04	1.34
2023-05-15T10:00	2023-05-15	10:00	13.39	12.95	0.44
2023-05-15T11:00	2023-05-15	11:00	13.4	13.98	-0.58
2023-05-15T12:00	2023-05-15	12:00	13.47	14.98	-1.51
2023-05-15T13:00	2023-05-15	13:00	13.54	16.37	-2.83
2023-05-15T14:00	2023-05-15	14:00	13.61	17.86	-4.25
2023-05-15T15:00	2023-05-15	15:00	13.68	17.85	-4.17
2023-05-15T16:00	2023-05-15	16:00	13.7	16.64	-2.94
2023-05-15T17:00	2023-05-15	17:00	13.73	16.62	-2.89
2023-05-15T18:00	2023-05-15	18:00	13.74	17.1	-3.36
2023-05-15T19:00	2023-05-15	19:00	13.7	17.29	-3.59
2023-05-15T20:00	2023-05-15	20:00	13.64	15.05	-1.41
2023-05-15T21:00	2023-05-15	21:00	13.58	12.71	0.87
2023-05-15T22:00	2023-05-15	22:00	13.51	12.59	0.92
2023-05-15T23:00	2023-05-15	23:00	13.43	12.44	0.99
2023-05-16T00:00	2023-05-16	00:00	13.4	12.21	1.19
2023-05-16T01:00	2023-05-16	01:00	13.42	11.85	1.57
2023-05-16T02:00	2023-05-16	02:00	13.46	11.64	1.82
2023-05-16T03:00	2023-05-16	03:00	13.53	11.31	2.22
2023-05-16T04:00	2023-05-16	04:00	13.59	11.11	2.48
2023-05-16T05:00	2023-05-16	05:00	13.61	11.39	2.22
2023-05-16T06:00	2023-05-16	06:00	13.61	11.75	1.86
2023-05-16T07:00	2023-05-16	07:00	13.62	11.62	2.0
2023-05-16T08:00	2023-05-16	08:00	13.61	11.43	2.18
2023-05-16T09:00	2023-05-16	09:00	13.63	10.98	2.65
2023-05-16T10:00	2023-05-16	10:00	13.63	10.84	2.79
2023-05-16T11:00	2023-05-16	11:00	13.66	10.71	2.95
2023-05-16T12:00	2023-05-16	12:00	13.71	10.74	2.97
2023-05-16T13:00	2023-05-16	13:00	13.74	10.91	2.83
2023-05-16T14:00	2023-05-16	14:00	13.75	11.04	2.71
2023-05-16T15:00	2023-05-16	15:00	13.75	10.94	2.81
2023-05-16T16:00	2023-05-16	16:00	13.75	11.13	2.62
2023-05-16T17:00	2023-05-16	17:00	13.76	10.87	2.89
2023-05-16T18:00	2023-05-16	18:00	13.75	10.37	3.38
2023-05-16T19:00	2023-05-16	19:00	13.71	10.31	3.4
2023-05-16T20:00	2023-05-16	20:00	13.68	10.23	3.45
2023-05-16T21:00	2023-05-16	21:00	13.61	10.48	3.13
2023-05-16T22:00	2023-05-16	22:00	13.53	10.24	3.29
2023-05-16T23:00	2023-05-16	23:00	13.45	10.01	3.44
2023-05-17T00:00	2023-05-17	00:00	13.35	9.76	3.59
2023-05-17T01:00	2023-05-17	01:00	13.32	9.79	3.53
2023-05-17T02:00	2023-05-17	02:00	13.32	9.83	3.49
2023-05-17T03:00	2023-05-17	03:00	13.32	9.08	4.24
2023-05-17T04:00	2023-05-17	04:00	13.3	8.77	4.53
2023-05-17T05:00	2023-05-17	05:00	13.27	8.4	4.87
2023-05-17T06:00	2023-05-17	06:00	13.2	8.08	5.12
2023-05-17T07:00	2023-05-17	07:00	13.14	7.65	5.49
2023-05-17T08:00	2023-05-17	08:00	13.1	8.03	5.07
2023-05-17T09:00	2023-05-17	09:00	13.12	9.59	3.53
2023-05-17T10:00	2023-05-17	10:00	13.15	10.49	2.66
2023-05-17T11:00	2023-05-17	11:00	13.21	11.86	1.35
2023-05-17T12:00	2023-05-17	12:00	13.25	12.79	0.46
2023-05-17T13:00	2023-05-17	13:00	13.34	13.9	-0.56
2023-05-17T14:00	2023-05-17	14:00	13.34	14.47	-1.13
2023-05-17T15:00	2023-05-17	15:00	13.35	14.77	-1.42
2023-05-17T16:00	2023-05-17	16:00	13.32	14.78	-1.46
2023-05-17T17:00	2023-05-17	17:00	13.2	14.68	-1.48
2023-05-17T18:00	2023-05-17	18:00	13.0	14.38	-1.38
2023-05-17T19:00	2023-05-17	19:00	12.79	14.08	-1.29
2023-05-17T20:00	2023-05-17	20:00	12.63	13.92	-1.29
2023-05-17T21:00	2023-05-17	21:00	12.52	13.31	-0.79
2023-05-17T22:00	2023-05-17	22:00	12.39	12.23	0.16
2023-05-17T23:00	2023-05-17	23:00	12.28	11.61	0.67
2023-05-18T00:00	2023-05-18	00:00	12.22	10.76	1.46
2023-05-18T01:00	2023-05-18	01:00	12.19	10.34	1.85
2023-05-18T02:00	2023-05-18	02:00	12.18	9.79	2.39
2023-05-18T03:00	2023-05-18	03:00	12.18	8.67	3.51
2023-05-18T04:00	2023-05-18	04:00	12.17	8.31	3.86
2023-05-18T05:00	2023-05-18	05:00	12.16	7.38	4.78
2023-05-18T06:00	2023-05-18	06:00	12.14	6.87	5.27
2023-05-18T07:00	2023-05-18	07:00	12.11	6.41	5.7
2023-05-18T08:00	2023-05-18	08:00	12.12	6.97	5.15
2023-05-18T09:00	2023-05-18	09:00	12.16	8.28	3.88
2023-05-18T10:00	2023-05-18	10:00	12.16	10.07	2.09
2023-05-18T11:00	2023-05-18	11:00	12.26	12.21	0.05
2023-05-18T12:00	2023-05-18	12:00	12.36	13.22	-0.86
2023-05-18T13:00	2023-05-18	13:00	12.42	14.75	-2.33
2023-05-18T14:00	2023-05-18	14:00	12.5	15.49	-2.99
2023-05-18T15:00	2023-05-18	15:00	12.55	16.08	-3.53
2023-05-18T16:00	2023-05-18	16:00	12.57	16.32	-3.75
2023-05-18T17:00	2023-05-18	17:00	12.59	16.3	-3.71
2023-05-18T18:00	2023-05-18	18:00	12.6	16.28	-3.68
2023-05-18T19:00	2023-05-18	19:00	12.56	15.87	-3.31
2023-05-18T20:00	2023-05-18	20:00	12.52	15.55	-3.03
2023-05-18T21:00	2023-05-18	21:00	12.51	15.08	-2.57
2023-05-18T22:00	2023-05-18	22:00	12.51	14.65	-2.14
2023-05-18T23:00	2023-05-18	23:00	12.52	14.32	-1.8
2023-05-19T00:00	2023-05-19	00:00	12.54	14.05	-1.51
2023-05-19T01:00	2023-05-19	01:00	12.52	13.68	-1.16
2023-05-19T02:00	2023-05-19	02:00	12.49	13.34	-0.85
2023-05-19T03:00	2023-05-19	03:00	12.47	13.19	-0.72
2023-05-19T04:00	2023-05-19	04:00	12.44	12.95	-0.51
2023-05-19T05:00	2023-05-19	05:00	12.41	12.79	-0.38
2023-05-19T06:00	2023-05-19	06:00	12.39	12.39	0.0
2023-05-19T07:00	2023-05-19	07:00	12.38	11.49	0.89
2023-05-19T08:00	2023-05-19	08:00	12.4	10.62	1.78
2023-05-19T09:00	2023-05-19	09:00	12.44	11.04	1.4
2023-05-19T10:00	2023-05-19	10:00	12.51	12.47	0.04
2023-05-19T11:00	2023-05-19	11:00	12.55	14.12	-1.57
2023-05-19T12:00	2023-05-19	12:00	12.57	14.67	-2.1
2023-05-19T13:00	2023-05-19	13:00	12.57	15.69	-3.12
2023-05-19T14:00	2023-05-19	14:00	12.62	15.98	-3.36
2023-05-19T15:00	2023-05-19	15:00	12.68	16.26	-3.58
2023-05-19T16:00	2023-05-19	16:00	12.68	16.61	-3.93
2023-05-19T17:00	2023-05-19	17:00	12.68	16.7	-4.02
2023-05-19T18:00	2023-05-19	18:00	12.67	16.68	-4.01
2023-05-19T19:00	2023-05-19	19:00	12.66	16.34	-3.68
2023-05-19T20:00	2023-05-19	20:00	12.67	15.76	-3.09
2023-05-19T21:00	2023-05-19	21:00	12.68	15.47	-2.79
2023-05-19T22:00	2023-05-19	22:00	12.7	15.01	-2.31
2023-05-19T23:00	2023-05-19	23:00	12.72	14.51	-1.79
2023-05-20T00:00	2023-05-20	00:00	12.76	14.33	-1.57
2023-05-20T01:00	2023-05-20	01:00	12.8	14.29	-1.49
2023-05-20T02:00	2023-05-20	02:00	12.82	13.52	-0.7
2023-05-20T03:00	2023-05-20	03:00	12.82	13.5	-0.68
2023-05-20T04:00	2023-05-20	04:00	12.8	13.33	-0.53
2023-05-20T05:00	2023-05-20	05:00	12.8	12.87	-0.07
2023-05-20T06:00	2023-05-20	06:00	12.78	12.7	0.08
2023-05-20T07:00	2023-05-20	07:00	12.77	12.68	0.09
2023-05-20T08:00	2023-05-20	08:00	12.77	12.69	0.08
2023-05-20T09:00	2023-05-20	09:00	12.78	12.83	-0.05
2023-05-20T10:00	2023-05-20	10:00	12.79	13.26	-0.47
2023-05-20T11:00	2023-05-20	11:00	12.83	13.94	-1.11
2023-05-20T12:00	2023-05-20	12:00	12.89	14.79	-1.9
2023-05-20T13:00	2023-05-20	13:00	12.97	16.56	-3.59
2023-05-20T14:00	2023-05-20	14:00	13.03	17.91	-4.88
2023-05-20T15:00	2023-05-20	15:00	13.05	18.45	-5.4
2023-05-20T16:00	2023-05-20	16:00	13.06	18.75	-5.69
2023-05-20T17:00	2023-05-20	17:00	13.05	18.87	-5.82
2023-05-20T18:00	2023-05-20	18:00	13.05	18.7	-5.65
2023-05-20T19:00	2023-05-20	19:00	13.05	18.37	-5.32
2023-05-20T20:00	2023-05-20	20:00	13.03	17.87	-4.84
2023-05-20T21:00	2023-05-20	21:00	13.02	17.0	-3.98
2023-05-20T22:00	2023-05-20	22:00	13.03	16.25	-3.22
2023-05-20T23:00	2023-05-20	23:00	13.03	15.9	-2.87
2023-05-21T00:00	2023-05-21	00:00	13.02	15.63	-2.61
2023-05-21T01:00	2023-05-21	01:00	13.01	15.22	-2.21
2023-05-21T02:00	2023-05-21	02:00	13.0	14.89	-1.89
2023-05-21T03:00	2023-05-21	03:00	13.01	14.68	-1.67
2023-05-21T04:00	2023-05-21	04:00	13.01	14.54	-1.53
2023-05-21T05:00	2023-05-21	05:00	13.01	14.16	-1.15
2023-05-21T06:00	2023-05-21	06:00	13.01	13.95	-0.94
2023-05-21T07:00	2023-05-21	07:00	13.02	13.6	-0.58
2023-05-21T08:00	2023-05-21	08:00	13.05	13.97	-0.92
2023-05-21T09:00	2023-05-21	09:00	13.07	15.23	-2.16
2023-05-21T10:00	2023-05-21	10:00	13.11	16.04	-2.93
2023-05-21T11:00	2023-05-21	11:00	13.2	16.69	-3.49
2023-05-21T12:00	2023-05-21	12:00	13.31	17.8	-4.49
2023-05-21T13:00	2023-05-21	13:00	13.42	19.66	-6.24
2023-05-21T14:00	2023-05-21	14:00	13.56	21.51	-7.95
2023-05-21T15:00	2023-05-21	15:00	13.67	23.22	-9.55
2023-05-21T16:00	2023-05-21	16:00	13.77	24.04	-10.27
2023-05-21T17:00	2023-05-21	17:00	13.83	24.72	-10.89
2023-05-21T18:00	2023-05-21	18:00	13.92	24.85	-10.93
2023-05-21T19:00	2023-05-21	19:00	13.99	24.75	-10.76
2023-05-21T20:00	2023-05-21	20:00	14.0	23.9	-9.9
2023-05-21T21:00	2023-05-21	21:00	14.0	22.85	-8.85
2023-05-21T22:00	2023-05-21	22:00	13.99	21.56	-7.57
2023-05-21T23:00	2023-05-21	23:00	13.98	19.97	-5.99
2023-05-22T00:00	2023-05-22	00:00	13.97	19.2	-5.23
2023-05-22T01:00	2023-05-22	01:00	14.0	17.82	-3.82
2023-05-22T02:00	2023-05-22	02:00	14.02	16.41	-2.39
2023-05-22T03:00	2023-05-22	03:00	14.03	15.4	-1.37
2023-05-22T04:00	2023-05-22	04:00	14.03	14.71	-0.68
2023-05-22T05:00	2023-05-22	05:00	14.05	14.98	-0.93
2023-05-22T06:00	2023-05-22	06:00	14.06	14.32	-0.26
2023-05-22T07:00	2023-05-22	07:00	14.07	14.2	-0.13
2023-05-22T08:00	2023-05-22	08:00	14.07	15.76	-1.69
2023-05-22T09:00	2023-05-22	09:00	14.09	17.93	-3.84
2023-05-22T10:00	2023-05-22	10:00	14.14	20.51	-6.37
2023-05-22T11:00	2023-05-22	11:00	14.21	22.52	-8.31
2023-05-22T12:00	2023-05-22	12:00	14.31	23.62	-9.31
2023-05-22T13:00	2023-05-22	13:00	14.43	24.36	-9.93
2023-05-22T14:00	2023-05-22	14:00	14.57	25.3	-10.73
2023-05-22T15:00	2023-05-22	15:00	14.71	25.85	-11.14
2023-05-22T16:00	2023-05-22	16:00	14.8	26.14	-11.34
2023-05-22T17:00	2023-05-22	17:00	14.82	26.48	-11.66
2023-05-22T18:00	2023-05-22	18:00	14.87	25.68	-10.81
2023-05-22T19:00	2023-05-22	19:00	14.93	25.28	-10.35
2023-05-22T20:00	2023-05-22	20:00	14.94	23.21	-8.27
2023-05-22T21:00	2023-05-22	21:00	14.91	20.6	-5.69
2023-05-22T22:00	2023-05-22	22:00	14.87	20.38	-5.51
2023-05-22T23:00	2023-05-22	23:00	14.82	19.8	-4.98
2023-05-23T00:00	2023-05-23	00:00	14.79	18.57	-3.78
2023-05-23T01:00	2023-05-23	01:00	14.81	17.61	-2.8
2023-05-23T02:00	2023-05-23	02:00	14.83	17.09	-2.26
2023-05-23T03:00	2023-05-23	03:00	14.85	15.94	-1.09
2023-05-23T04:00	2023-05-23	04:00	14.85	15.59	-0.74
2023-05-23T05:00	2023-05-23	05:00	14.84	16.04	-1.2
2023-05-23T06:00	2023-05-23	06:00	14.83	15.22	-0.39
2023-05-23T07:00	2023-05-23	07:00	14.83	16.05	-1.22
2023-05-23T08:00	2023-05-23	08:00	14.83	16.67	-1.84
2023-05-23T09:00	2023-05-23	09:00	14.82	17.3	-2.48
2023-05-23T10:00	2023-05-23	10:00	14.77	18.07	-3.3
2023-05-23T11:00	2023-05-23	11:00	14.74	18.81	-4.07
2023-05-23T12:00	2023-05-23	12:00	14.79	19.16	-4.37
2023-05-23T13:00	2023-05-23	13:00	14.86	21.09	-6.23
2023-05-23T14:00	2023-05-23	14:00	14.98	21.75	-6.77
2023-05-23T15:00	2023-05-23	15:00	15.17	22.23	-7.06
2023-05-23T16:00	2023-05-23	16:00	15.33	22.25	-6.92
2023-05-23T17:00	2023-05-23	17:00	15.43	21.79	-6.36
2023-05-23T18:00	2023-05-23	18:00	15.52	21.07	-5.55
2023-05-23T19:00	2023-05-23	19:00	15.54	20.45	-4.91
2023-05-23T20:00	2023-05-23	20:00	15.55	19.87	-4.32
2023-05-23T21:00	2023-05-23	21:00	15.53	19.04	-3.51
2023-05-23T22:00	2023-05-23	22:00	15.53	18.34	-2.81
2023-05-23T23:00	2023-05-23	23:00	15.55	16.61	-1.06
2023-05-24T00:00	2023-05-24	00:00	15.56	15.9	-0.34
2023-05-24T01:00	2023-05-24	01:00	15.53	15.8	-0.27
2023-05-24T02:00	2023-05-24	02:00	15.43	15.26	0.17
2023-05-24T03:00	2023-05-24	03:00	15.26	14.53	0.73
2023-05-24T04:00	2023-05-24	04:00	15.11	13.78	1.33
2023-05-24T05:00	2023-05-24	05:00	15.05	13.32	1.73
2023-05-24T06:00	2023-05-24	06:00	15.02	13.11	1.91
2023-05-24T07:00	2023-05-24	07:00	15.0	12.77	2.23
2023-05-24T08:00	2023-05-24	08:00	14.97	12.49	2.48
2023-05-24T09:00	2023-05-24	09:00	14.93	12.4	2.53
2023-05-24T10:00	2023-05-24	10:00	14.9	12.1	2.8
2023-05-24T11:00	2023-05-24	11:00	14.89	12.4	2.49
2023-05-24T12:00	2023-05-24	12:00	14.88	12.13	2.75
2023-05-24T13:00	2023-05-24	13:00	14.87	12.57	2.3
2023-05-24T14:00	2023-05-24	14:00	14.87	13.14	1.73
2023-05-24T15:00	2023-05-24	15:00	14.89	14.25	0.64
2023-05-24T16:00	2023-05-24	16:00	14.92	14.12	0.8
2023-05-24T17:00	2023-05-24	17:00	14.96	14.7	0.26
2023-05-24T18:00	2023-05-24	18:00	14.98	15.94	-0.96
2023-05-24T19:00	2023-05-24	19:00	14.99	16.08	-1.09
2023-05-24T20:00	2023-05-24	20:00	14.99	15.86	-0.87
2023-05-24T21:00	2023-05-24	21:00	14.98	15.62	-0.64
2023-05-24T22:00	2023-05-24	22:00	14.92	14.99	-0.07
2023-05-24T23:00	2023-05-24	23:00	14.86	14.41	0.45
2023-05-25T00:00	2023-05-25	00:00	14.84	14.13	0.71
2023-05-25T01:00	2023-05-25	01:00	14.83	12.86	1.97
2023-05-25T02:00	2023-05-25	02:00	14.84	12.24	2.6
2023-05-25T03:00	2023-05-25	03:00	14.87	11.51	3.36
2023-05-25T04:00	2023-05-25	04:00	14.88	11.25	3.63
2023-05-25T05:00	2023-05-25	05:00	14.87	11.17	3.7
2023-05-25T06:00	2023-05-25	06:00	14.86	11.21	3.65
2023-05-25T07:00	2023-05-25	07:00	14.86	11.06	3.8
2023-05-25T08:00	2023-05-25	08:00	14.86	11.01	3.85
2023-05-25T09:00	2023-05-25	09:00	14.86	11.74	3.12
2023-05-25T10:00	2023-05-25	10:00	14.83	13.66	1.17
2023-05-25T11:00	2023-05-25	11:00	14.8	14.87	-0.07
2023-05-25T12:00	2023-05-25	12:00	14.78	16.43	-1.65
2023-05-25T13:00	2023-05-25	13:00	14.81	17.55	-2.74
2023-05-25T14:00	2023-05-25	14:00	14.9	18.94	-4.04
2023-05-25T15:00	2023-05-25	15:00	15.0	19.6	-4.6
2023-05-25T16:00	2023-05-25	16:00	15.06	20.62	-5.56
2023-05-25T17:00	2023-05-25	17:00	15.09	21.0	-5.91
2023-05-25T18:00	2023-05-25	18:00	15.11	21.63	-6.52
2023-05-25T19:00	2023-05-25	19:00	15.16	21.62	-6.46
2023-05-25T20:00	2023-05-25	20:00	15.18	21.57	-6.39
2023-05-25T21:00	2023-05-25	21:00	15.15	20.91	-5.76
2023-05-25T22:00	2023-05-25	22:00	15.09	20.29	-5.2
2023-05-25T23:00	2023-05-25	23:00	15.07	19.77	-4.7
2023-05-26T00:00	2023-05-26	00:00	15.07	18.13	-3.06
2023-05-26T01:00	2023-05-26	01:00	15.06	17.42	-2.36
2023-05-26T02:00	2023-05-26	02:00	15.01	16.25	-1.24
2023-05-26T03:00	2023-05-26	03:00	14.97	15.69	-0.72
2023-05-26T04:00	2023-05-26	04:00	14.95	14.7	0.25
2023-05-26T05:00	2023-05-26	05:00	14.92	14.0	0.92
2023-05-26T06:00	2023-05-26	06:00	14.91	13.51	1.4
2023-05-26T07:00	2023-05-26	07:00	14.91	13.31	1.6
2023-05-26T08:00	2023-05-26	08:00	14.92	13.48	1.44
2023-05-26T09:00	2023-05-26	09:00	14.99	14.59	0.4
2023-05-26T10:00	2023-05-26	10:00	15.05	16.2	-1.15
2023-05-26T11:00	2023-05-26	11:00	15.08	17.78	-2.7
2023-05-26T12:00	2023-05-26	12:00	15.11	19.35	-4.24
2023-05-26T13:00	2023-05-26	13:00	15.17	20.18	-5.01
2023-05-26T14:00	2023-05-26	14:00	15.22	21.9	-6.68
2023-05-26T15:00	2023-05-26	15:00	15.3	23.05	-7.75
2023-05-26T16:00	2023-05-26	16:00	15.37	23.98	-8.61
2023-05-26T17:00	2023-05-26	17:00	15.44	24.44	-9.0
2023-05-26T18:00	2023-05-26	18:00	15.5	24.62	-9.12
2023-05-26T19:00	2023-05-26	19:00	15.54	23.92	-8.38
2023-05-26T20:00	2023-05-26	20:00	15.55	23.05	-7.5
2023-05-26T21:00	2023-05-26	21:00	15.55	22.26	-6.71
2023-05-26T22:00	2023-05-26	22:00	15.51	21.31	-5.8
2023-05-26T23:00	2023-05-26	23:00	15.4	20.22	-4.82
2023-05-27T00:00	2023-05-27	00:00	15.4	19.19	-3.79
2023-05-27T01:00	2023-05-27	01:00	15.43	18.37	-2.94
2023-05-27T02:00	2023-05-27	02:00	15.46	17.34	-1.88
2023-05-27T03:00	2023-05-27	03:00	15.46	16.37	-0.91
2023-05-27T04:00	2023-05-27	04:00	15.45	15.55	-0.1
2023-05-27T05:00	2023-05-27	05:00	15.43	14.64	0.79
2023-05-27T06:00	2023-05-27	06:00	15.42	13.75	1.67
